id,kategori,context,input_raw,output_formal
DSN0580,paper_introduction_sitasi,dosen,ass pak judul sama introduction paper dikumpul rabu ya,"Pak, mohon izin mengonfirmasi, apakah judul dan introduction paper dikumpulkan pada hari Rabu, Pak? Terima kasih 🙏"
DSN0581,paper_introduction_sitasi,dosen,ass pak sitasi di introduction minimal berapa artikel,"Pak, mohon izin bertanya, untuk bagian introduction, minimal menggunakan berapa artikel sebagai sitasi ya, Pak? Terima kasih 🙏"
DSN0582,judul_paper,dosen,ass pak judul paper kelompok boleh diganti ga,"Pak, mohon izin bertanya, apakah judul paper kelompok kami masih boleh diganti, Pak? Terima kasih 🙏"
DSN0583,izin_absen,dosen,ass pak saya izin ga masuk karena sakit,"Pak, mohon izin, saya tidak dapat mengikuti perkuliahan hari ini karena sedang sakit. Terima kasih 🙏"
DSN0584,izin_absen,dosen,ass pak saya izin telat masuk kelas,"Pak, mohon izin, kemungkinan saya terlambat mengikuti kelas hari ini. Terima kasih 🙏"
DSN0585,absensi,dosen,ass pak absen saya belum masuk,"Pak, mohon izin, saya ingin mengonfirmasi karena absensi saya belum tercatat, Pak. Terima kasih 🙏"
DSN0586,nilai,dosen,ass pak nilai tugas saya belum muncul,"Pak, mohon izin bertanya, nilai tugas saya belum muncul. Apakah saya boleh mengonfirmasi hal tersebut, Pak? Terima kasih 🙏"
DSN0587,revisi,dosen,ass pak revisi tugas saya sudah benar belum,"Pak, mohon izin bertanya, apakah revisi tugas saya sudah sesuai dengan arahan, Pak? Terima kasih 🙏"
DSN0588,konsultasi,dosen,ass pak saya mau konsultasi kapan bisa,"Pak, mohon izin, apakah saya dapat melakukan konsultasi pada waktu yang Pak tentukan? Terima kasih 🙏"
DSN0589,bimbingan,dosen,ass pak boleh bimbingan minggu ini ga,"Pak, mohon izin bertanya, apakah saya dapat melakukan bimbingan pada minggu ini, Pak? Terima kasih 🙏"
DSN0590,presentasi,dosen,ass pak presentasi kelompok urutannya gimana,"Pak, mohon izin bertanya, bagaimana urutan presentasi kelompok untuk pertemuan berikutnya, Pak? Terima kasih 🙏"
DSN0591,ujian,dosen,ass pak uts materinya dari pertemuan berapa sampai berapa,"Pak, mohon izin bertanya, materi UTS mencakup pertemuan berapa sampai pertemuan berapa ya, Pak? Terima kasih 🙏"
DSN0592,kelas_pengganti,dosen,ass pak kelas pengganti jadi hari apa,"Pak, mohon izin bertanya, kelas pengganti akan dilaksanakan pada hari apa ya, Pak? Terima kasih 🙏"
DSN0593,konfirmasi_instruksi,dosen,ass pak apakah instruksi tugasnya seperti yang di grup ya,"Pak, mohon izin mengonfirmasi, apakah instruksi tugasnya sesuai dengan informasi yang dibagikan di grup, Pak? Terima kasih 🙏"
DSN0594,jadwal_kelas,dosen,ass pak reguler b hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Reguler B hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0595,perubahan_jadwal,dosen,ass pak reguler b hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler B hari ini, Pak? Terima kasih 🙏"
DSN0596,ruang_kelas,dosen,ass pak reguler b masuknya di ruangan mana,"Pak, mohon izin bertanya, Reguler B dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0597,jadwal_kelas,dosen,ass pak kelas pagi hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Pagi hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0598,perubahan_jadwal,dosen,ass pak kelas pagi hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Pagi hari ini, Pak? Terima kasih 🙏"
DSN0599,ruang_kelas,dosen,ass pak kelas pagi masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Pagi dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0600,jadwal_kelas,dosen,ass pak kelas sore hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Sore hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0601,perubahan_jadwal,dosen,ass pak kelas sore hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Sore hari ini, Pak? Terima kasih 🙏"
DSN0602,ruang_kelas,dosen,ass pak kelas sore masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Sore dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0603,jadwal_kelas,dosen,ass pak kelas bisnis digital hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Bisnis Digital hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0604,perubahan_jadwal,dosen,ass pak kelas bisnis digital hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Bisnis Digital hari ini, Pak? Terima kasih 🙏"
DSN0605,ruang_kelas,dosen,ass pak kelas bisnis digital masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Bisnis Digital dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0606,jadwal_kelas,dosen,ass pak kelas ai hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Ai hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0607,perubahan_jadwal,dosen,ass pak kelas ai hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Ai hari ini, Pak? Terima kasih 🙏"
DSN0608,ruang_kelas,dosen,ass pak kelas ai masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Ai dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0609,jadwal_kelas,dosen,ass pak kelas hari ini hari ini mulai jam berapa ya,"Pak, mohon izin bertanya, Kelas Hari Ini hari ini dimulai pukul berapa ya, Pak? Terima kasih 🙏"
DSN0610,perubahan_jadwal,dosen,ass pak kelas hari ini hari ini ada perubahan jadwal ga,"Pak, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Hari Ini hari ini, Pak? Terima kasih 🙏"
DSN0611,ruang_kelas,dosen,ass pak kelas hari ini masuknya di ruangan mana,"Pak, mohon izin bertanya, Kelas Hari Ini dilaksanakan di ruangan mana ya, Pak? Terima kasih 🙏"
DSN0612,jadwal_kelas,dosen,ass bu besok ada kelas ga,"Bu, mohon izin bertanya, apakah besok ada perkuliahan, Bu? Terima kasih 🙏"
DSN0613,jadwal_kelas,dosen,ass bu kelas hari ini jadi masuk ga,"Bu, mohon izin bertanya, apakah kelas hari ini tetap dilaksanakan, Bu? Terima kasih 🙏"
DSN0614,jadwal_kelas,dosen,ass bu reguler a hari ini mulai jam berapa ya,"Bu, mohon izin bertanya, Reguler A hari ini dimulai pukul berapa ya, Bu? Terima kasih 🙏"
DSN0615,perubahan_jadwal,dosen,ass bu reguler a hari ini ada perubahan jadwal ga,"Bu, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler A hari ini, Bu? Terima kasih 🙏"
DSN0616,perubahan_jadwal,dosen,ass bu kuliah hari ini tetap sesuai jadwal atau pindah ya,"Bu, mohon izin bertanya, apakah perkuliahan hari ini tetap sesuai jadwal atau ada perubahan, Bu? Terima kasih 🙏"
DSN0617,ruang_kelas,dosen,ass bu kelasnya ruang berapa ya,"Bu, mohon izin bertanya, perkuliahan ini dilaksanakan di ruang berapa ya, Bu? Terima kasih 🙏"
DSN0618,ruang_kelas,dosen,ass bu reguler a masuknya di ruangan mana,"Bu, mohon izin bertanya, Reguler A dilaksanakan di ruangan mana ya, Bu? Terima kasih 🙏"
DSN0619,link_online,dosen,ass bu link zoomnya mana ya,"Bu, mohon izin bertanya, apakah Bu berkenan membagikan tautan Zoom untuk perkuliahan hari ini? Terima kasih 🙏"
DSN0620,link_online,dosen,ass bu gmeet kelas hari ini belum ada,"Bu, mohon izin bertanya, apakah tautan Google Meet untuk kelas hari ini sudah tersedia, Bu? Terima kasih 🙏"
DSN0621,materi,dosen,ass bu materinya bisa diakses dimana,"Bu, mohon izin bertanya, materi perkuliahan ini dapat saya akses di mana ya, Bu? Terima kasih 🙏"
DSN0622,materi,dosen,ass bu file ppt pertemuan kemarin ada ga,"Bu, mohon izin bertanya, apakah file PPT pertemuan kemarin dapat dibagikan, Bu? Terima kasih 🙏"
DSN0623,tugas,dosen,ass bu tugasnya dikumpul dimana ya,"Bu, mohon izin bertanya, tugas tersebut dikumpulkan melalui media apa ya, Bu? Terima kasih 🙏"
DSN0624,deadline,dosen,ass bu deadline tugasnya kapan ya,"Bu, mohon izin bertanya, batas pengumpulan tugas tersebut sampai kapan ya, Bu? Terima kasih 🙏"
DSN0625,tugas_kelompok,dosen,ass bu kelompok saya mau nanya soal pembagian tugas,"Bu, mohon izin, kelompok saya ingin bertanya terkait pembagian tugas pada project ini, Bu. Terima kasih 🙏"
DSN0626,paper_introduction_sitasi,dosen,ass bu judul sama introduction paper dikumpul rabu ya,"Bu, mohon izin mengonfirmasi, apakah judul dan introduction paper dikumpulkan pada hari Rabu, Bu? Terima kasih 🙏"
DSN0627,paper_introduction_sitasi,dosen,ass bu sitasi di introduction minimal berapa artikel,"Bu, mohon izin bertanya, untuk bagian introduction, minimal menggunakan berapa artikel sebagai sitasi ya, Bu? Terima kasih 🙏"
DSN0628,judul_paper,dosen,ass bu judul paper kelompok boleh diganti ga,"Bu, mohon izin bertanya, apakah judul paper kelompok kami masih boleh diganti, Bu? Terima kasih 🙏"
DSN0629,izin_absen,dosen,ass bu saya izin ga masuk karena sakit,"Bu, mohon izin, saya tidak dapat mengikuti perkuliahan hari ini karena sedang sakit. Terima kasih 🙏"
DSN0630,izin_absen,dosen,ass bu saya izin telat masuk kelas,"Bu, mohon izin, kemungkinan saya terlambat mengikuti kelas hari ini. Terima kasih 🙏"
DSN0631,absensi,dosen,ass bu absen saya belum masuk,"Bu, mohon izin, saya ingin mengonfirmasi karena absensi saya belum tercatat, Bu. Terima kasih 🙏"
DSN0632,nilai,dosen,ass bu nilai tugas saya belum muncul,"Bu, mohon izin bertanya, nilai tugas saya belum muncul. Apakah saya boleh mengonfirmasi hal tersebut, Bu? Terima kasih 🙏"
DSN0633,revisi,dosen,ass bu revisi tugas saya sudah benar belum,"Bu, mohon izin bertanya, apakah revisi tugas saya sudah sesuai dengan arahan, Bu? Terima kasih 🙏"
DSN0634,konsultasi,dosen,ass bu saya mau konsultasi kapan bisa,"Bu, mohon izin, apakah saya dapat melakukan konsultasi pada waktu yang Bu tentukan? Terima kasih 🙏"
DSN0635,bimbingan,dosen,ass bu boleh bimbingan minggu ini ga,"Bu, mohon izin bertanya, apakah saya dapat melakukan bimbingan pada minggu ini, Bu? Terima kasih 🙏"
DSN0636,presentasi,dosen,ass bu presentasi kelompok urutannya gimana,"Bu, mohon izin bertanya, bagaimana urutan presentasi kelompok untuk pertemuan berikutnya, Bu? Terima kasih 🙏"
DSN0637,ujian,dosen,ass bu uts materinya dari pertemuan berapa sampai berapa,"Bu, mohon izin bertanya, materi UTS mencakup pertemuan berapa sampai pertemuan berapa ya, Bu? Terima kasih 🙏"
DSN0638,kelas_pengganti,dosen,ass bu kelas pengganti jadi hari apa,"Bu, mohon izin bertanya, kelas pengganti akan dilaksanakan pada hari apa ya, Bu? Terima kasih 🙏"
DSN0639,konfirmasi_instruksi,dosen,ass bu apakah instruksi tugasnya seperti yang di grup ya,"Bu, mohon izin mengonfirmasi, apakah instruksi tugasnya sesuai dengan informasi yang dibagikan di grup, Bu? Terima kasih 🙏"
DSN0640,jadwal_kelas,dosen,ass bu reguler b hari ini mulai jam berapa ya,"Bu, mohon izin bertanya, Reguler B hari ini dimulai pukul berapa ya, Bu? Terima kasih 🙏"
DSN0641,perubahan_jadwal,dosen,ass bu reguler b hari ini ada perubahan jadwal ga,"Bu, mohon izin bertanya, apakah ada perubahan jadwal untuk Reguler B hari ini, Bu? Terima kasih 🙏"
DSN0642,ruang_kelas,dosen,ass bu reguler b masuknya di ruangan mana,"Bu, mohon izin bertanya, Reguler B dilaksanakan di ruangan mana ya, Bu? Terima kasih 🙏"
DSN0643,jadwal_kelas,dosen,ass bu kelas pagi hari ini mulai jam berapa ya,"Bu, mohon izin bertanya, Kelas Pagi hari ini dimulai pukul berapa ya, Bu? Terima kasih 🙏"
DSN0644,perubahan_jadwal,dosen,ass bu kelas pagi hari ini ada perubahan jadwal ga,"Bu, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Pagi hari ini, Bu? Terima kasih 🙏"
DSN0645,ruang_kelas,dosen,ass bu kelas pagi masuknya di ruangan mana,"Bu, mohon izin bertanya, Kelas Pagi dilaksanakan di ruangan mana ya, Bu? Terima kasih 🙏"
DSN0646,jadwal_kelas,dosen,ass bu kelas sore hari ini mulai jam berapa ya,"Bu, mohon izin bertanya, Kelas Sore hari ini dimulai pukul berapa ya, Bu? Terima kasih 🙏"
DSN0647,perubahan_jadwal,dosen,ass bu kelas sore hari ini ada perubahan jadwal ga,"Bu, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Sore hari ini, Bu? Terima kasih 🙏"
DSN0648,ruang_kelas,dosen,ass bu kelas sore masuknya di ruangan mana,"Bu, mohon izin bertanya, Kelas Sore dilaksanakan di ruangan mana ya, Bu? Terima kasih 🙏"
DSN0649,jadwal_kelas,dosen,ass bu kelas bisnis digital hari ini mulai jam berapa ya,"Bu, mohon izin bertanya, Kelas Bisnis Digital hari ini dimulai pukul berapa ya, Bu? Terima kasih 🙏"
DSN0650,perubahan_jadwal,dosen,ass bu kelas bisnis digital hari ini ada perubahan jadwal ga,"Bu, mohon izin bertanya, apakah ada perubahan jadwal untuk Kelas Bisnis Digital hari ini, Bu? Terima kasih 🙏"
ADM0001,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0002,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0003,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0004,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0005,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0006,daftar_ulang,admin_kampus,min berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0007,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0008,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0009,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0010,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0011,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0012,daftar_ulang,admin_kampus,admin berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0013,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0014,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0015,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0016,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0017,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0018,daftar_ulang,admin_kampus,halo min berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0019,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0020,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0021,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0022,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0023,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0024,daftar_ulang,admin_kampus,selamat pagi admin berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0025,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0026,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0027,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0028,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0029,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0030,daftar_ulang,admin_kampus,permisi admin berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0031,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0032,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja ya,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0033,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja dong,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0034,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja mohon info,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0035,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja kalau boleh tahu,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0036,daftar_ulang,admin_kampus,assalamualaikum admin berkas daftar ulang apa aja untuk mahasiswa semester ini,"Halo, mohon izin bertanya, berkas apa saja yang perlu disiapkan untuk daftar ulang?"
ADM0037,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0038,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0039,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0040,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0041,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0042,daftar_ulang,admin_kampus,min jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0043,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0044,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0045,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0046,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0047,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0048,daftar_ulang,admin_kampus,admin jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0049,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0050,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0051,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0052,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0053,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0054,daftar_ulang,admin_kampus,halo min jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0055,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0056,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0057,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0058,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0059,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0060,daftar_ulang,admin_kampus,selamat pagi admin jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0061,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0062,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0063,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0064,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0065,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0066,daftar_ulang,admin_kampus,permisi admin jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0067,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0068,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan ya,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0069,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan dong,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0070,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan mohon info,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0071,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan kalau boleh tahu,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0072,daftar_ulang,admin_kampus,assalamualaikum admin jadwal daftar ulang sampai kapan untuk mahasiswa semester ini,"Halo, mohon izin bertanya, jadwal daftar ulang berlangsung sampai kapan ya?"
ADM0073,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0074,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana ya,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0075,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana dong,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0076,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana mohon info,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0077,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana kalau boleh tahu,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0078,daftar_ulang,admin_kampus,min link daftar ulang yang benar mana untuk mahasiswa semester ini,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0079,daftar_ulang,admin_kampus,admin link daftar ulang yang benar mana,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
ADM0080,daftar_ulang,admin_kampus,admin link daftar ulang yang benar mana ya,"Halo, mohon izin bertanya, tautan yang benar untuk daftar ulang yang mana ya?"
